10001,0
10002,0
10003,0
10004,0
10005,0
10006,0
10007,0
10008,0
10009,0
10010,0
10011,0
10012,0
10013,0
10014,0
10015,0
10016,0
10017,0
10018,0
10023,0
10024,0
10025,0
10026,0
10027,0
10028,0
10029,0
10030,0
10031,0
10037,0
10038,0
10039,0
10040,0
10041,0
10042,0
10043,0
10044,0
10045,0
10046,0
10047,0
10048,0
10049,0
10050,0
10051,0
10052,0
10053,0
10054,0
10055,0
10056,0
10063,0
10064,0
10065,0
10066,0
10067,0
10068,0
10069,0
10070,0
10071,0
10076,0
10077,0
10078,0
10079,0
10080,0
10081,0
10082,0
10083,0
10084,0
10090,0
10091,0
10092,0
10093,0
10094,0
10095,0
10096,0
10097,0
10098,0
10099,0
10100,0
10101,0
10102,0
10103,0
10104,0
10105,0
10106,0
10107,0
10108,0
10109,0
10116,0
10117,0
10118,0
10119,0
10120,0
10121,0
10122,0
10123,0
10124,0
10129,0
10130,0
10131,0
10132,0
10133,0
10134,0
10136,0
10137,0
10143,0
10144,0
10145,0
10146,0
10147,0
10148,0
10149,0
10150,0
10151,0
10152,0
10153,0
10154,0
10155,0
10156,0
10157,0
10158,0
10159,0
10160,0
10161,0
10162,0
10169,0
10170,0
10171,0
10172,0
10173,0
10174,0
10175,0
10176,0
10177,0
10181,0
10182,0
10183,0
10184,0
10186,0
10187,0
10189,0
10190,0
10196,0
10197,0
10198,0
10199,0
10200,0
10212,0
10213,0
10214,0
10215,0
10222,0
10223,0
10224,0
10225,0
10226,0
10227,0
10228,0
10229,0
10230,0
10231,0
10234,0
10235,0
10236,0
10237,0
10239,0
10240,0
10242,0
10243,0
10249,0
10250,0
10251,0
10252,0
10253,0
10265,0
10266,0
10267,0
10268,0
10269,0
10270,0
10271,0
10272,0
10273,0
10274,0
10275,0
10276,0
10277,0
10278,0
10279,0
10281,0
10282,0
10283,0
10284,0
10286,0
10287,0
10288,0
10289,0
10290,0
10292,0
10293,0
10295,0
10296,0
10302,0
10303,0
10304,0
10305,0
10306,0
10318,0
10319,0
10320,0
10321,0
10322,0
10323,0
10324,0
10325,0
10326,0
10327,0
10328,0
10329,0
10330,0
10331,0
10332,0
10334,0
10335,0
10336,0
10337,0
10338,0
10339,0
10342,0
10343,0
10345,0
10346,0
10347,0
10348,0
10349,0
10350,0
10351,0
10352,0
10353,0
10354,0
10355,0
10356,0
10357,0
10358,0
10359,0
10371,0
10372,0
10373,0
10374,0
10375,0
10376,0
10377,0
10378,0
10379,0
10385,0
10386,0
10387,0
10388,0
10389,0
10390,0
10391,0
10392,0
10395,0
10396,0
10398,0
10399,0
10400,0
10401,0
10402,0
10403,0
10404,0
10405,0
10406,0
10407,0
10408,0
10409,0
10410,0
10411,0
10412,0
10424,0
10425,0
10426,0
10427,0
10428,0
10429,0
10430,0
10431,0
10432,0
10438,0
10439,0
10441,0
10442,0
10443,0
10444,0
10445,0
10448,0
10449,0
10451,0
10452,0
10453,0
10454,0
10455,0
10456,0
10457,0
10458,0
10459,0
10460,0
10461,0
10462,0
10463,0
10464,0
10465,0
10477,0
10478,0
10479,1
10480,0
10481,1
10482,0
10483,0
10484,0
10485,0
10491,0
10492,0
10494,0
10495,0
10496,0
10498,0
10499,0
10500,0
10501,0
10502,0
10504,0
10505,0
10506,0
10507,0
10508,0
10509,0
10510,0
10511,0
10512,0
10513,0
10514,0
10515,0
10516,0
10517,0
10518,0
10530,0
10531,1
10532,1
10533,0
10534,0
10535,0
10536,0
10541,0
10542,0
10543,0
10544,0
10545,0
10547,0
10548,0
10549,0
10551,0
10552,0
10553,0
10554,0
10555,0
10557,1
10558,0
10559,0
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10566,0
10567,0
10568,0
10569,0
10570,0
10571,0
10583,0
10584,0
10585,0
10586,0
10587,0
10588,0
10594,0
10595,0
10596,0
10597,0
10598,0
10599,0
10600,0
10601,0
10602,1
10604,0
10605,0
10606,0
10607,1
10608,1
10609,0
10610,1
10611,0
10612,0
10613,0
10614,0
10615,0
10616,0
10617,0
10618,0
10619,0
10620,0
10621,0
10622,0
10623,0
10624,0
10636,0
10637,0
10638,0
10639,0
10640,0
10641,0
10643,0
10644,0
10645,0
10648,1
10649,0
10650,0
10651,0
10653,0
10655,0
10657,0
10658,0
10659,0
10660,0
10661,0
10662,0
10663,1
10664,0
10665,0
10666,1
10667,0
10668,0
10669,0
10670,0
10671,0
10672,0
10673,0
10674,0
10675,0
10676,0
10677,0
10689,0
10690,0
10691,0
10692,0
10693,0
10694,0
10695,0
10696,0
10697,0
10699,0
10703,0
10704,0
10706,0
10707,0
10708,0
10710,0
10711,0
10713,0
10714,0
10715,1
10716,0
10717,0
10718,0
10719,0
10720,0
10721,0
10722,0
10723,0
10724,0
10725,0
10726,0
10727,0
10728,0
10729,0
10730,0
10742,0
10743,0
10744,0
10745,0
10746,0
10747,0
10748,0
10749,0
10750,0
10751,0
10752,0
10753,0
10754,1
10756,0
10757,0
10759,0
10760,0
10761,0
10763,0
10764,0
10765,0
10766,0
10767,0
10768,1
10769,0
10770,0
10773,0
10774,1
10775,0
10776,0
10777,0
10778,0
10779,0
10780,0
10781,0
10782,0
10783,0
10784,0
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,0
10792,0
10793,0
10794,0
10795,0
10796,0
10797,0
10798,0
10799,0
10800,0
10801,0
10802,1
10803,0
10804,0
10805,0
10806,0
10807,0
10809,0
10810,0
10813,0
10814,1
10816,0
10817,0
10818,0
10819,0
10820,0
10821,0
10822,0
10823,1
10826,1
10827,0
10828,0
10829,0
10830,0
10831,0
10832,0
10833,0
10834,0
10835,0
10836,0
10837,0
10839,0
10840,0
10841,0
10842,0
10843,0
10844,0
10845,0
10846,0
10847,0
10848,0
10849,0
10850,0
10851,0
10852,0
10853,0
10854,0
10856,0
10857,1
10858,0
10859,0
10860,0
10861,1
10862,1
10863,0
10866,0
10872,0
10873,0
10874,0
10875,0
10876,0
10877,0
10878,1
10879,0
10880,0
10881,0
10882,0
10883,0
10884,0
10885,0
10886,0
10887,0
10888,0
10889,0
10890,0
10893,0
10894,0
10895,0
10896,0
10897,0
10898,0
10899,0
10900,0
10901,0
10902,0
10903,0
10905,0
10906,0
10907,0
10909,0
10910,0
10911,0
10912,0
10913,0
10914,0
10915,0
10916,0
10919,0
10925,1
10926,0
10927,0
10928,0
10929,0
10930,0
10931,1
10932,0
10933,0
10934,0
10935,0
10940,0
10941,0
10942,0
10943,0
10944,0
10947,0
10948,0
10949,0
10955,0
10956,0
10958,0
10959,0
10960,0
10962,0
10963,0
10964,0
10965,0
10966,1
